id,word
469,sir
469,love
469,mom
469,love
469,take
469,care
469,people
469,killed
469,family
469,bad
469,place
469,kill
469,sorry
469,killed
469,would
469,hope
469,ya
469,understand
469,love
468,love
468,man
468,peace
468,victim
468,family
468,may
468,peace
468,also
467,yes
467,tell
467,sister
467,love
467,thank
467,love
467,friends
467,love
467,thank
467,support
467,state
467,innocent
467,man
467,never
467,ready
467,warden
467,thank
467,sorry
467,go
467,lord
467,jesus
467,jesus
465,first
465,would
465,like
465,give
465,family
465,caused
465,lot
465,pain
465,suffering
465,sorry
465,know
465,bring
465,back
465,would
465,like
465,would
465,like
465,person
465,person
465,person
465,would
465,find
465,heart
465,forgive
464,sir
464,warden
464,nothing
464,say
464,go
464,father
461,yes
461,want
461,everyone
461,know
461,mom
461,love
461,ready
461,go
461,warden
461,coming
461,home
461,dad
461,coming
461,home
461,dad
459,yes
459,time
459,would
459,like
459,thank
459,strength
459,brothers
459,family
459,loved
459,would
459,like
459,thank
459,look
459,right
459,see
459,family
459,hope
459,closure
459,peace
459,hope
